rule_idx	rule	rule_regex	rule_len	hits	scope	accuracy10.0
10	j -> ɲ / [+begin/end] __ [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -back] X	j -> ɲ / (⋊) __ (a|e|ɨ|i|ã|ĩ|ɨ̃|ẽ)	225	3.0	5.0	0.2
11	j -> ɲ / [+begin/end] __ [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, +nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, -front, -back, +tense] [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, -back] [-begin/end]	j -> ɲ / (⋊) __ (ɨ̃) (k|kʲ) (a) (⋉)	732	1.0	1.0	0.09090909090909091
12	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -continuant, -approximant, -tap, -trill, -spread.gl, -constr.gl, -round, -labiodental, -CORONAL, -lateral] __ X	a -> ã / (ŋ|m|k|ɡ|p|b|kʲ) __ 	170	4.0	9.0	0.21052631578947367
13	a -> ã / X [+C/V, -syllabic, -stress, -long, -tap, -trill, -spread.gl, -constr.gl, -round, -labiodental, -CORONAL, -lateral] __ [-begin/end]	a -> ã / (ŋ|m|k|ɡ|ɸ|p|b|j|j̃|kʲ) __ (⋉)	140	4.0	7.0	0.23529411764705882
14	a -> ã / X [+C/V, -syllabic, -stress, -long, +sonorant, -tap, -trill, +voice, -spread.gl, -constr.gl, -round, -labiodental, -CORONAL, -lateral] __ X	a -> ã / (ŋ|m|j|j̃) __ 	148	5.0	9.0	0.2631578947368421
15	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -continuant, -approximant, -tap, -trill, -spread.gl, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [-begin/end]	a -> ã / (m|ʔ|p|b|pˀ|ˀb|ˀm|ˀp) __ (⋉)	178	3.0	4.0	0.21428571428571427
16	a -> ã / X [+C/V, -syllabic, -stress, -long, -tap, -trill, -nasal, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -lateral] __ X	a -> ã / (k|ɡ|t|s|d|t͡ʃ|t͡s|j|kʲ|tʲ) __ 	136	5.0	11.0	0.23809523809523808
17	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -continuant, -approximant, -tap, -trill, -spread.gl, -constr.gl, -round, -labiodental, -lateral] __ X	a -> ã / (ɲ|ŋ|n|m|k|ɡ|t|p|d|b|t͡ʃ|t͡s|kʲ|tʲ) __ 	160	6.0	13.0	0.2608695652173913
18	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -continuant, -approximant, -tap, -trill, -spread.gl, -constr.gl, -round, -labiodental, -CORONAL, -lateral] __ [-begin/end]	a -> ã / (ŋ|m|k|ɡ|p|b|kʲ) __ (⋉)	181	3.0	4.0	0.21428571428571427
19	a -> ã / X [+C/V, -syllabic, -stress, -long, -tap, -trill, -nasal, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -lateral] __ [-begin/end]	a -> ã / (k|ɡ|t|s|d|t͡ʃ|t͡s|j|kʲ|tʲ) __ (⋉)	147	4.0	7.0	0.23529411764705882
20	a -> ã / X [+C/V, -syllabic, -stress, -long, +sonorant, -tap, -trill, +voice, -spread.gl, -constr.gl, -round, -labiodental, -CORONAL, -lateral] __ [-begin/end]	a -> ã / (ŋ|m|j|j̃) __ (⋉)	159	3.0	5.0	0.2
21	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -continuant, -approximant, -tap, -trill, -spread.gl, -constr.gl, -round, -labiodental, -lateral, -DORSAL] __ X	a -> ã / (n|m|t|p|d|b|t͡ʃ|t͡s|tʲ) __ 	169	5.0	11.0	0.23809523809523808
22	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, -continuant, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -DORSAL] __ [-begin/end]	a -> ã / (ʔ|t|t͡ʃ|t͡s|tʲ|tˀ|ˀt) __ (⋉)	204	4.0	5.0	0.26666666666666666
23	a -> ã / X [+C/V, -syllabic, -stress, -long, -tap, -trill, -nasal, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] __ X	a -> ã / (k|ɡ|j|kʲ) __ 	168	3.0	7.0	0.17647058823529413
24	a -> ã / [+begin/end] [+C/V, -syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, +tense] [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, -back] [+C/V, -syllabic, -stress, -long, +consonantal, +sonorant, -continuant, -approximant, -tap, -trill, +nasal, +voice, -spread.gl, -constr.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [-begin/end]	a -> ã / (⋊) (j) (a) (m) __ (⋉)	701	1.0	1.0	0.09090909090909091
25	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -continuant, -approximant, -tap, -trill, -spread.gl, -round, -labiodental, -lateral] __ X	a -> ã / (ɲ|ŋ|n|m|ʔ|k|ɡ|t|p|d|b|t͡ʃ|t͡s|kʲ|kˀ|pˀ|tʲ|tˀ|ˀb|ˀd|ˀk|ˀm|ˀn|ˀp|ˀt|ˀŋ|ˀɡ) __ 	148	8.0	18.0	0.2857142857142857
26	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -continuant, -approximant, -tap, -trill, -spread.gl, -constr.gl, -round, -labiodental, -lateral] __ [-begin/end]	a -> ã / (ɲ|ŋ|n|m|k|ɡ|t|p|d|b|t͡ʃ|t͡s|kʲ|tʲ) __ (⋉)	171	5.0	6.0	0.3125
27	a -> ã / X [+C/V, -syllabic, -stress, -long, -tap, -trill, -spread.gl, -round, -labiodental, -lateral] __ X	a -> ã / (ɲ|ŋ|n|m|ʔ|k|ɡ|ɸ|t|s|p|d|b|t͡ʃ|t͡s|j|j̃|kʲ|kˀ|pˀ|sˀ|tʲ|tˀ|ˀb|ˀd|ˀj|ˀk|ˀm|ˀn|ˀp|ˀs|ˀt|ˀŋ|ˀɡ) __ 	107	10.0	24.0	0.29411764705882354
28	a -> ã / X [+C/V, -syllabic, -stress, -long, -tap, -trill, -spread.gl, -round, -labiodental, -CORONAL, -lateral] __ X	a -> ã / (ŋ|m|ʔ|k|ɡ|ɸ|p|b|j|j̃|kʲ|kˀ|pˀ|ˀb|ˀj|ˀk|ˀm|ˀp|ˀŋ|ˀɡ) __ 	117	7.0	19.0	0.2413793103448276
29	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, +sonorant, -continuant, -approximant, -tap, -trill, +nasal, +voice, -spread.gl, -constr.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ X	a -> ã / (m) __ 	215	3.0	4.0	0.21428571428571427
30	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -continuant, -approximant, -tap, -trill, -spread.gl, -constr.gl, -round, -labiodental, -lateral, -DORSAL] __ [-begin/end]	a -> ã / (n|m|t|p|d|b|t͡ʃ|t͡s|tʲ) __ (⋉)	180	4.0	4.0	0.2857142857142857
31	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -continuant, -approximant, -tap, -trill, -spread.gl, -round, -labiodental, -lateral] __ [-begin/end]	a -> ã / (ɲ|ŋ|n|m|ʔ|k|ɡ|t|p|d|b|t͡ʃ|t͡s|kʲ|kˀ|pˀ|tʲ|tˀ|ˀb|ˀd|ˀk|ˀm|ˀn|ˀp|ˀt|ˀŋ|ˀɡ) __ (⋉)	159	7.0	9.0	0.3684210526315789
32	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, -continuant, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral] __ [-begin/end]	a -> ã / (ʔ|k|t|t͡ʃ|t͡s|kʲ|kˀ|tʲ|tˀ|ˀk|ˀt) __ (⋉)	195	5.0	7.0	0.29411764705882354
33	a -> ã / X [+C/V, -syllabic, -stress, -long, -tap, -trill, -nasal, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] __ [-begin/end]	a -> ã / (k|ɡ|j|kʲ) __ (⋉)	179	2.0	5.0	0.13333333333333333
34	a -> ã / X [+C/V, -syllabic, -stress, -long, -tap, -trill, -nasal, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral] __ X	a -> ã / (ʔ|k|ɡ|j|kʲ|kˀ|ˀj|ˀk|ˀɡ) __ 	134	4.0	10.0	0.2
35	a -> ã / X [+C/V, -syllabic, -stress, -long, -tap, -trill, -spread.gl, -round, -labiodental, -CORONAL, -lateral] __ [-begin/end]	a -> ã / (ŋ|m|ʔ|k|ɡ|ɸ|p|b|j|j̃|kʲ|kˀ|pˀ|ˀb|ˀj|ˀk|ˀm|ˀp|ˀŋ|ˀɡ) __ (⋉)	128	5.0	10.0	0.25
36	a -> ã / [+begin/end] [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, +strident, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, +nasal, +voice, -spread.gl, -constr.gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, -front, +back, +tense] [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, +constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [-begin/end]	a -> ã / (⋊) (s) (õ) (ʔ) __ (⋉)	745	1.0	1.0	0.09090909090909091
37	a -> ã / X [+C/V, -syllabic, -stress, -long, -tap, -trill, -spread.gl, -round, -labiodental, -lateral] __ [-begin/end]	a -> ã / (ɲ|ŋ|n|m|ʔ|k|ɡ|ɸ|t|s|p|d|b|t͡ʃ|t͡s|j|j̃|kʲ|kˀ|pˀ|sˀ|tʲ|tˀ|ˀb|ˀd|ˀj|ˀk|ˀm|ˀn|ˀp|ˀs|ˀt|ˀŋ|ˀɡ) __ (⋉)	118	8.0	13.0	0.34782608695652173
38	a -> ã / X [+C/V, -syllabic, -stress, -long, -tap, -trill, -nasal, -spread.gl, -LABIAL, -round, -labiodental, -lateral] __ X	a -> ã / (ʔ|k|ɡ|t|s|d|t͡ʃ|t͡s|j|kʲ|kˀ|sˀ|tʲ|tˀ|ˀd|ˀj|ˀk|ˀs|ˀt|ˀɡ) __ 	124	7.0	15.0	0.28
39	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral] __ [-begin/end]	a -> ã / (ʔ|k|kʲ|kˀ|ˀk) __ (⋉)	223	2.0	4.0	0.14285714285714285
40	a -> ã / [+begin/end] [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, +constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, +nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, -front, -back, +tense] [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -DORSAL] __ [-begin/end]	a -> ã / (⋊) (kˀ|ˀk) (ɨ̃) (t|tʲ) __ (⋉)	758	1.0	1.0	0.09090909090909091
41	a -> ã / X [+C/V, -syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, +tense] __ X	a -> ã / (j) __ 	251	2.0	5.0	0.13333333333333333
42	a -> ã / X [+C/V, -syllabic, -stress, -long, -tap, -trill, -nasal, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral] __ [-begin/end]	a -> ã / (ʔ|k|ɡ|j|kʲ|kˀ|ˀj|ˀk|ˀɡ) __ (⋉)	145	3.0	8.0	0.16666666666666666
43	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -DORSAL] __ [-begin/end]	a -> ã / (ʔ|t|tʲ|tˀ|ˀt) __ (⋉)	222	3.0	4.0	0.21428571428571427
44	a -> ã / [+begin/end] [+C/V, -syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, +tense] [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, +nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, -front, -back, +tense] [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] __ [-begin/end]	a -> ã / (⋊) (j) (ɨ̃) (k|kʲ) __ (⋉)	740	1.0	1.0	0.09090909090909091
45	a -> ã / [+begin/end] [+C/V, -syllabic, -stress, -long, +consonantal, +sonorant, -continuant, -approximant, -tap, -trill, +nasal, +voice, -spread.gl, -constr.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, +strident, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, +tense] [-begin/end]	a -> ã / (⋊) (m) __ (s) (i) (⋉)	727	1.0	1.0	0.09090909090909091
46	a -> ã / X [+C/V, -syllabic, -stress, -long, -tap, -trill, -nasal, -spread.gl, -LABIAL, -round, -labiodental, -lateral] __ [-begin/end]	a -> ã / (ʔ|k|ɡ|t|s|d|t͡ʃ|t͡s|j|kʲ|kˀ|sˀ|tʲ|tˀ|ˀd|ˀj|ˀk|ˀs|ˀt|ˀɡ) __ (⋉)	135	6.0	11.0	0.2857142857142857
47	a -> ã / X [+C/V, -syllabic, -stress, -long, +sonorant, -tap, -trill, +voice, -spread.gl, -constr.gl, -round, -labiodental, -CORONAL, -lateral] __ [+C/V, -syllabic, -stress, -long, +consonantal, -approximant, -tap, -trill, -spread.gl, -constr.gl, -round, -labiodental, -lateral, -DORSAL] X	a -> ã / (ŋ|m|j|j̃) __ (n|m|ɸ|t|s|p|d|b|t͡ʃ|t͡s|tʲ)	289	2.0	2.0	0.16666666666666666
48	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, -continuant, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -lateral, -DORSAL] __ [-begin/end]	a -> ã / (t|t͡s|tʲ|tˀ|ˀt) __ (⋉)	239	3.0	3.0	0.23076923076923078
49	a -> ã / X [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -back] [+C/V, -syllabic, -stress, -long, +consonantal, +sonorant, -continuant, -approximant, -tap, -trill, +nasal, +voice, -spread.gl, -constr.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [-begin/end]	a -> ã / (a|e|ɨ|i) (m) __ (⋉)	433	2.0	2.0	0.16666666666666666
50	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -continuant, -approximant, -tap, -trill, -spread.gl, -round, -labiodental, -CORONAL, -lateral] __ [-begin/end]	a -> ã / (ŋ|m|ʔ|k|ɡ|p|b|kʲ|kˀ|pˀ|ˀb|ˀk|ˀm|ˀp|ˀŋ|ˀɡ) __ (⋉)	169	4.0	6.0	0.25
51	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -continuant, -approximant, -tap, -trill, -spread.gl, -round, -labiodental, -lateral, -DORSAL] __ X	a -> ã / (n|m|ʔ|t|p|d|b|t͡ʃ|t͡s|pˀ|tʲ|tˀ|ˀb|ˀd|ˀm|ˀn|ˀp|ˀt) __ 	157	7.0	16.0	0.2692307692307692
52	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, +constr.gl, -LABIAL, -round, -labiodental, -lateral, -DORSAL] __ [-begin/end]	a -> ã / (ʔ|tˀ|ˀt) __ (⋉)	234	2.0	3.0	0.15384615384615385
53	a -> ã / [+begin/end] [+C/V, -syllabic, -stress, -long, +consonantal, +sonorant, -continuant, -approximant, -tap, -trill, +nasal, +voice, -spread.gl, -constr.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, -front, -back, +tense] [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, -continuant, +delayed.release, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, +strident, -lateral, -DORSAL] __ [-begin/end]	a -> ã / (⋊) (m) (ɨ) (t͡s) __ (⋉)	727	1.0	1.0	0.09090909090909091
54	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, -continuant, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -lateral] __ [-begin/end]	a -> ã / (k|t|t͡ʃ|t͡s|kʲ|tʲ) __ (⋉)	207	3.0	4.0	0.21428571428571427
55	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral] __ [-begin/end]	a -> ã / (ʔ|k|t|kʲ|kˀ|tʲ|tˀ|ˀk|ˀt) __ (⋉)	213	4.0	6.0	0.25
56	a -> ã / X [+C/V, -syllabic, -stress, -long, -tap, -trill, -spread.gl, -constr.gl, -round, -labiodental, -CORONAL, -lateral] __ X	a -> ã / (ŋ|m|k|ɡ|ɸ|p|b|j|j̃|kʲ) __ 	129	6.0	14.0	0.25
57	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -continuant, -approximant, -tap, -trill, -spread.gl, -round, -labiodental, -CORONAL, -lateral] __ X	a -> ã / (ŋ|m|ʔ|k|ɡ|p|b|kʲ|kˀ|pˀ|ˀb|ˀk|ˀm|ˀp|ˀŋ|ˀɡ) __ 	158	5.0	13.0	0.21739130434782608
58	a -> ã / [+begin/end] [+C/V, -syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, +tense] __ [+C/V, -syllabic, -stress, -long, +consonantal, +sonorant, -continuant, -approximant, -tap, -trill, +nasal, +voice, -spread.gl, -constr.gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -long, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, +low, -front, -back] [-begin/end]	a -> ã / (⋊) (j) __ (m) (a) (⋉)	701	1.0	1.0	0.09090909090909091
59	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -tap, -trill, -nasal, -voice, -spread.gl, -constr.gl, -LABIAL, -round, -labiodental, -lateral] __ [-begin/end]	a -> ã / (k|t|kʲ|tʲ) __ (⋉)	225	2.0	3.0	0.15384615384615385
60	a -> ã / X [+C/V, -syllabic, -stress, -long, +consonantal, -continuant, -approximant, -tap, -trill, -spread.gl, -round, -labiodental, -lateral, -DORSAL] __ [-begin/end]	a -> ã / (n|m|ʔ|t|p|d|b|t͡ʃ|t͡s|pˀ|tʲ|tˀ|ˀb|ˀd|ˀm|ˀn|ˀp|ˀt) __ (⋉)	168	6.0	7.0	0.35294117647058826
61	a -> ã / X [+C/V, -syllabic, -stress, -long, -tap, -trill, -spread.gl, -constr.gl, -round, -labiodental, -lateral] __ X	a -> ã / (ɲ|ŋ|n|m|k|ɡ|ɸ|t|s|p|d|b|t͡ʃ|t͡s|j|j̃|kʲ|tʲ) __ 	119	8.0	18.0	0.2857142857142857
