Number	Proto	Context	Reflexes	Source	Target
28	tː	V_V	tʰ,t,t/tʃ	tː	t
28	tː	V_V	tʰ,t,t/tʃ	tː	t
28	tː	V_V	tʰ,t,t/tʃ	t	t͡ʃ
29	tˀ	#_	r,ˀd,d,r/l,ɖ	tˀ	ˀt
29	tˀ	#_	r,ˀd,d,r/l,ɖ	ˀt	z
29	tˀ	#_	r,ˀd,d,r/l,ɖ	z	ɾ
29	tˀ	#_	r,ˀd,d,r/l,ɖ	ɾ	r
29	tˀ	#_	r,ˀd,d,r/l,ɖ	tˀ	ˀt
29	tˀ	#_	r,ˀd,d,r/l,ɖ	ˀt	ɗ
29	tˀ	#_	r,ˀd,d,r/l,ɖ	ɗ	dˀ
29	tˀ	#_	r,ˀd,d,r/l,ɖ	dˀ	ˀd
29	tˀ	#_	r,ˀd,d,r/l,ɖ	tˀ	ˀt
29	tˀ	#_	r,ˀd,d,r/l,ɖ	ˀt	d
29	tˀ	#_	r,ˀd,d,r/l,ɖ	tˀ	ˀt
29	tˀ	#_	r,ˀd,d,r/l,ɖ	ˀt	z
29	tˀ	#_	r,ˀd,d,r/l,ɖ	z	ɾ
29	tˀ	#_	r,ˀd,d,r/l,ɖ	ɾ	r
29	tˀ	#_	r,ˀd,d,r/l,ɖ	tˀ	ˀt
29	tˀ	#_	r,ˀd,d,r/l,ɖ	ˀt	z
29	tˀ	#_	r,ˀd,d,r/l,ɖ	z	l
29	tˀ	#_	r,ˀd,d,r/l,ɖ	tˀ	ˀt
29	tˀ	#_	r,ˀd,d,r/l,ɖ	ˀt	d
29	tˀ	#_	r,ˀd,d,r/l,ɖ	d	ɖ
30	tˀ	V_V	tʰ,t/l,t,d	tˀ	ˀt
30	tˀ	V_V	tʰ,t/l,t,d	ˀt	t
30	tˀ	V_V	tʰ,t/l,t,d	t	tʰ
30	tˀ	V_V	tʰ,t/l,t,d	tˀ	ˀt
30	tˀ	V_V	tʰ,t/l,t,d	ˀt	t
30	tˀ	V_V	tʰ,t/l,t,d	tˀ	ˀt
30	tˀ	V_V	tʰ,t/l,t,d	ˀt	z
30	tˀ	V_V	tʰ,t/l,t,d	z	l
30	tˀ	V_V	tʰ,t/l,t,d	tˀ	ˀt
30	tˀ	V_V	tʰ,t/l,t,d	ˀt	t
30	tˀ	V_V	tʰ,t/l,t,d	tˀ	ˀt
30	tˀ	V_V	tʰ,t/l,t,d	ˀt	d
31	tˀ	~V_V	r,t,n,d	tˀ	ˀt
31	tˀ	~V_V	r,t,n,d	ˀt	z
31	tˀ	~V_V	r,t,n,d	z	ɾ
31	tˀ	~V_V	r,t,n,d	ɾ	r
31	tˀ	~V_V	r,t,n,d	tˀ	ˀt
31	tˀ	~V_V	r,t,n,d	ˀt	t
31	tˀ	~V_V	r,t,n,d	tˀ	ˀt
31	tˀ	~V_V	r,t,n,d	ˀt	d
31	tˀ	~V_V	r,t,n,d	d	n
31	tˀ	~V_V	r,t,n,d	tˀ	ˀt
31	tˀ	~V_V	r,t,n,d	ˀt	d
32	tʃ	#_	s,h,tʃ,t	t͡ʃ	ʃ
32	tʃ	#_	s,h,tʃ,t	ʃ	θ
32	tʃ	#_	s,h,tʃ,t	θ	s
32	tʃ	#_	s,h,tʃ,t	t͡ʃ	ʃ
32	tʃ	#_	s,h,tʃ,t	ʃ	h
32	tʃ	#_	s,h,tʃ,t	t͡ʃ	t̪
32	tʃ	#_	s,h,tʃ,t	t̪	t
33	w		w,b	w	b
34	ʔ		∅/h,ʔ,∅,∅/ʔ	ʔ	∅
34	ʔ		∅/h,ʔ,∅,∅/ʔ	ʔ	h
34	ʔ		∅/h,ʔ,∅,∅/ʔ	ʔ	∅
34	ʔ		∅/h,ʔ,∅,∅/ʔ	ʔ	∅
